的	白勹丶
拐	扌口刀
築	竹工凡木
剝	彑水刂
披	扌皮
削	小月刂
悠	亻丨攵心
凹	圍凵
葬	艹一夕匕廾
侃	亻口川
授	扌爪冖又
卸	午止卩
頌	八厶頁
慈	䒑幺幺心
纖	糸人人戈非一
馳	馬也
鞭	革亻一日乂
危	𠂊厂卩
襲	龍衣
泊	氵白
喉	口亻コ矢
溶	氵穴人口
撫	扌𠂉廿廿火
媛	女爪一𠂇又
察	宀䏑又示
駿	馬厶八夂
憐	心米夕㐄
昆	日匕匕
醇	酉亠口子
橙	木癶一口䒑
暮	艹日大日
祕	示弋八
薪	艹立木斤
巢	巛田木
淵	氵爿一爿
愚	日冂厶心
堤	土日一止
傍	亻亠八冖方
燥	火口口口木
漁	氵魚
茜	艹西
允	厶儿
杏	木口
畔	田半
豹	豸勹丶
澄	氵癶一口䒑
冥	冖日亠八
媒	女甘木
燦	火卜夕又米
枯	木十口
軌	車九
塑	䒑屮月土
卜	卜
構	木甘冂土
茅	艹予丿
鑄	金士㇕工一口寸
雀	小隹
亨	亠口了
詳	言羊
腐	广亻寸䏑
皓	白牛口
央	冂大
据	扌尸十口
栓	木人王
輩	非車
卑	鬼十
誓	扌斤言
蜂	虫夂丰
勺	勹丶
迅	之乙十
虫	虫
恥	耳心
匹	匚儿
仰	亻匕卩
羞	羊彐丨
注	氵丶王
瞳	目立田土
黛	亻弋田土火
拂	扌弓刂
挨	扌厶矢
綱	糸冂䒑山
茨	艹冫欠
夷	大弓
慎	心十目廾
汽	氵气
恭	艹廾心
弊	巾⺍攵廾
旦	日一
祁	示阝
蠟	虫巛圍乂巛
耕	耒二刂
稻	禾爪臼
綺	糸大丁口
笛	竹由
捕	扌甫
喪	土口口衤
悔	心𠂉母
敦	亠口子攵
葵	艹癶一大
渴	氵日勹亡
曝	日日艹廾水
梗	木一日乂
絡	糸夂口
貫	母貝
復	行𠂉日夂
濫	氵臣𠂉一皿
況	氵口儿
陀	阝宀匕
勳	千四二火力
惑	戈口一心
簾	竹广禾禾彐
巡	之巛
徽	行山一糸攵
謹	言艹口丰
脹	月長
蓄	艹亠幺田
梓	木辛
鑑	金臣𠂉一皿
溢	氵䒑八皿
彌	弓一八巾乂乂乂乂
蓬	艹之夂丰
薦	艹鹿一乚火
硫	石亠厶川
迫	之白
貌	豸白儿
弔	丨弓
舜	爪冖夕㐄
茄	艹力口
訣	言㇕大
炭	山𠂇火
綿	糸白巾
萱	艹宀二日
岡	冂䒑山
誘	言禾㇕丿
泳	氵丶水
椅	木大丁口
遜	之子丿糸
侍	亻土寸
抑	扌匕卩
侵	亻彐冖又
妥	爪女
覽	臣𠂉一四見
概	木艮旡
貢	工貝
援	扌爪一𠂇又
昔	廿日
逮	之尹⺍
卒	亠人人十
峽	山大人人
寢	宀爿彐冖又
菱	艹土儿夂
梯	木弋弓
腕	月宀夕卩
挫	扌人人土
膝	月木人水
循	行𠂆十目
矛	予丿
努	女又力
乏	丿之
魅	鬼二木
徹	行亠厶月攵
凶	乂凵
掘	扌尸屮凵
雌	止匕隹
伽	亻力口
跡	足大八
汀	氵丁
緒	糸耂
芙	艹夫
棲	木一尹女
瑛	王艹冂大
禽	人亠乂凵冂厶
腺	月白水
迦	之力口
矯	矢丿大口冂口
欺	甘廾欠
杉	木彡
党	小冖口儿
緯	糸㐄口㐄
玖	王𠂊丶
悉	釆心
冶	冫厶口
絆	糸半
遣	之中一㠯
斐	非文
閤	門亼口
釀	酉衣口口甘
彙	彑冖田木
簿	竹氵甫寸
旬	勹日
丈	一乂
胤	儿幺月
廊	广丶艮阝
焰	火𠂊臼
壘	田田田土
淳	氵亠口子
畏	田衤
屑	尸小月
販	貝厂又
泣	氵立
沫	氵一木
滯	氵廿儿冖巾
眺	目儿⺍
寂	宀上小又
晏	日宀女
秤	禾干八
藻	艹氵口口口木
螺	虫田糸
錠	金宀一止
診	言人彡
涯	氵厂土土
滋	氵䒑幺幺
貿	卯貝
療	疒一火日小
栗	西木
朔	䒑屮月
捻	扌亼㇕心
勃	十冖子力
矩	矢匚コ
描	扌艹田
膚	虎田月
契	丰刀大
峻	山厶八夂
爵	爪四艮寸
群	尹口羊
役	行殳
痘	疒一口䒑
募	艹日大力
析	木斤
魁	鬼冫十
斥	斤丶
匡	匚王
倦	亻半卩
蔓	艹日四又
樺	木華
牟	厶牛
靴	革亻匕
慮	虎田心
眸	目厶牛
巾	巾
殊	一夕𠂉木
晟	日戊㇕
艇	舟廴丿士
芹	艹斤
寡	宀頁刀
巖	山口口厂丁耳攵
瞬	目爪冖夕㐄
邑	口巴
庸	广尹用
渾	氵冖車
紡	糸方
窺	穴夫見
奮	大隹田
濁	氵四勹虫
珂	王丁口
嗅	口自犬
寅	宀一由八
慰	尸示寸心
履	尸行𠂉日夂
宛	宀夕卩
綸	糸亼冊
獄	犭言犬
歎	艹口夫欠
蟬	虫口口甲一
督	上小又目
違	之㐄口㐄
絞	糸亠八乂
廿	廿
劣	小丿力
祈	示斤
斧	八乂斤
湛	氵甘匚儿
償	亻小冖口貝
掠	扌亠口小
崎	山大丁口
辱	辰寸
匠	匚斤
肘	月寸
究	穴九
矢	矢
葦	艹㐄口㐄
瞥	巾⺍攵目
錘	金千艹二
椰	木耳阝
梢	木小月
障	阝立日十
粟	西米
唆	口厶八夂
綜	糸宀示
詢	言勹日
札	木乚
燭	火四勹虫
襖	衤宀米大
吏	一口乂
堰	土匚日女
棺	木宀㠯
胞	月勹巳
羨	羊氵欠
阜	丿㠯十
剖	立口刂
寓	宀日冂厶
桔	木士口
轄	車宀丰口
妄	亡女
弧	弓瓜
撰	扌巳巳艹廾
哨	口小月
鋸	金尸十口
芭	艹巴
蔭	艹阝亼㇕二厶
肋	月力
煌	火白王
錐	金隹
絹	糸口月
昧	日二木
硯	石見
旨	匕日
鱗	魚米夕㐄
巳	巳
遵	之八酉寸
摺	扌习习白
拙	扌屮凵
竿	竹干
稜	禾土儿夂
憤	心十艹貝
緻	糸至攵
圭	土土
塚	土冖豕
衷	衣中
脊	⺍人月
苔	艹厶口
鉢	金木一
坂	土厂又
阪	阝厂又
恕	女口心
繭	艹冂糸丨虫
鬱	午凵木木冖乂凵匕彡
諦	言亠八冖巾
疲	疒皮
鞠	革勹米
釉	釆由
彰	立日十彡
綴	糸又又又又
酬	酉⺍川
橘	木予丿冂儿口
遁	之𠂆十目
晝	彐キ日一
窟	穴尸屮凵
鈍	金丿屮
誼	言宀且
緋	糸非
紛	糸八刀
笙	竹生
沸	氵弓刂
儉	亻亼口口人人
猿	犭土口衤
漠	氵艹日大
詐	言𠂉匕
絃	糸亠幺
俐	亻禾刂
楷	木匕匕白
侶	亻口丿口
迭	之手丶
詔	言召
嗣	口冊㇕一口
嵩	山亠口冂口
蹄	足亠八冖巾
穫	禾艹隹又
潰	氵中一貝
褐	衤日勹亡
丞	㇕水一
曜	日习习隹
鯨	魚亠口小
畜	亠幺田
宵	宀小月
戊	戊
糾	糸凵
濕	氵日幺幺火
肇	户攵彐キ
窪	穴氵土土
暇	日尸二コ又
岐	山十又
郊	亠八乂阝
璧	尸口辛王丶
糸	糸
焚	木木火
鷗	匚口口口鳥
癖	疒尸口辛
灼	火勹丶
麓	木木鹿
械	木戈廾
乞	𠂉乙
卯	卯
諧	言匕匕白
喧	口宀二日
汎	氵凡
瓢	西示瓜
裳	小冖口衣
妨	女方
綾	糸土儿夂
括	扌舌
漬	氵丰貝
戟	十日十戈
椎	木隹
檀	木亠圍口日一
葡	艹勹甫
縛	糸甫寸
垣	土二日
拘	扌勹口
篤	竹馬
鳩	九鳥
穀	士冖一禾殳
囚	圍人
鞘	革小月
瀨	氵木口刀貝
隙	阝小日小
莞	艹宀一兀
曆	厂禾禾日
伶	亻亼龴
謠	言䏑午凵
璽	一八巾乂乂乂乂王丶
拭	扌弋工
鷺	足夂口鳥
脅	力力力月
戚	戊上小
頒	八刀頁
礁	石隹火
餌	食耳
襟	衤木木示
尉	尸示寸
亥	亠凵人
肢	月十又
紐	糸彐丨
厘	厂田土
貯	貝宀丁
僕	亻业半大
憎	心八田日
禎	示卜貝
頰	大人人頁
睦	目土儿土
渦	氵咼
藩	艹氵釆田
悼	心卜日十
憾	心戊一口心
蹟	足丰貝
稚	禾隹
褒	衣亻口木
鍛	金厂三殳
町	田丁
麒	鹿甘廾
蕉	艹隹火
邸	氏一阝
柵	木冊
倭	亻禾女
笠	竹立
勉	召儿力
暑	日耂
疫	疒殳
汐	氵夕
績	心丰貝
樟	木立日十
隅	阝日冂厶
禰	示一八巾乂乂乂乂
弛	弓也
秘	禾弋八
渚	氵耂
雛	勹屮勹屮隹
樽	木八酉寸
椿	木丰日
箋	竹戈戈
寮	宀一火日小
碁	甘廾石
壬	丿士
勘	甘匚儿力
啄	口豕
駒	馬勹口
蔽	艹巾⺍攵
飼	食㇕一口
狹	犭大人人
凰	几白王
溺	氵弓冫弓冫
硝	石小月
凜	冫亠圍口禾
沓	水日
竺	竹二
圃	圍甫
誕	言廴丿止
琢	王豕
酉	酉
虜	虎田力
苛	艹丁口
茸	艹耳
諒	言亠口小
恢	心𠂇火
磯	石糸糸戈人
孜	子攵
舵	舟宀匕
璃	王亠乂凵冂厶
荻	艹犭火
漕	氵一曲日
磐	舟殳石
漱	氵木口欠
庶	广廿火
釜	八乂王八
茉	艹一木
筑	竹工凡
膳	月羊䒑口
濡	氵雨而
蕪	艹𠂉廿廿火
閑	門木
梧	木二乂口
侑	亻𠂇月
頃	匕頁
鯉	魚田土
灸	𠂊丶火
牡	牛土
飢	食几
沼	氵召
懲	行山一王攵心
逞	之口王
曖	日爪冖心夂
赦	土火攵
柚	木由
宙	宀由
柑	木甘
匿	匚艹𠂇口
馴	馬川
嘲	口十日十月
諭	言亼月刂
偵	亻卜貝
鎧	金山一口䒑
汲	氵𠂊又
輿	臼車廾
銑	金牛儿
諮	言冫欠口
炊	火欠
杵	木午
羚	羊亼龴
柿	木亠巾
頑	一兀頁
膨	月士口䒑彡
琉	王亠厶川
酌	酉勹丶
闇	門立日
嬉	女士口䒑口
殖	一夕十目
珀	王白
稼	禾宀豕
絢	糸勹日
粹	米亠人人十
鳶	弋鳥
墾	豸艮土
珈	王力口
曳	申丿
豚	月豕
犀	尸水牛
摯	土半丸手
尻	尸九
槌	木之丿㠯
芋	艹丁一
萎	艹禾女
漣	氵之車
隼	隹十
訟	言八厶
幡	巾釆田
稟	亠圍口禾
怠	厶口心
曙	日四耂
稽	禾尤匕日
巽	巳巳艹廾
綻	糸宀一止
峨	山手戈
謁	言日勹亡
愉	心亼月刂
捨	扌亼十口
懇	豸艮心
宥	宀𠂇月
骸	骨亠凵人
驍	馬土土土兀
狙	犭且
庇	广匕匕
芥	艹亻八
床	广木
楽	白⺍木
伎	亻十又
紳	糸申
詣	言匕日
慨	心艮旡
征	行一止
詰	言士口
秩	禾手丶
颯	立風
蕃	艹釆田
朽	木丂
晦	日𠂉母
扉	户非
嫉	女疒矢
幌	巾日小兀
臼	臼
傭	亻广尹用
怖	心𠂇巾
嫡	女亠八冂十口
哺	口甫
婿	女足月
挽	扌召儿
氾	氵卩
閏	門王
酪	酉夂口
渥	氵尸至
黒	田土火
饗	乚凵艮阝食
噌	口八田日
円	冂丨一
癒	疒亼月刂心
為	爲
穹	穴弓
掬	扌勹米
皿	皿
纂	竹目大糸
曇	日雨二厶
伺	亻㇕一口
榛	木丰禾
禱	示士㇕工一口寸
姥	女耂匕
顎	口口丂一頁
痢	疒禾刂
汰	氵大丶
濯	氵习习隹
煉	火木日
洵	氵勹日
気	气乂
惺	心日生
締	糸亠八冖巾
嘩	口華
僚	亻一火日小
捺	扌大示
櫓	木魚日
箕	竹甘廾
壕	土亠口冖豕
耽	耳冖儿
菅	艹宀㠯
詮	言人王
瀧	氵龍
蹴	足亠口小尤
舶	舟白
燎	火一火日小
檜	木亼四日
泌	氵弋八
宕	宀石
狩	犭宀寸
殆	一夕厶口
鷲	亠口小尤鳥
姻	女圍大
徳	行十四心
関	門䒑大
窒	穴至
翌	习习立
刈	乂刂
鍬	金禾火
舷	舟亠幺
雇	户隹
対	文寸
琥	王虎
紺	糸甘
缶	午凵
俸	亻丰キ
倖	亻土半
礎	石木木足
殉	一夕勹日
様	木羊水
収	凵又
箔	竹氵白
牲	牛生
牒	爿廿乚木
戦	⺍甲一戈
賄	貝𠂇月
鮎	魚卜口
変	大八夂
菩	艹立口
諏	言耳又
堀	土尸屮凵
憬	心日亠口小
亙	二𠂊冫
脩	亻丨攵月
徠	行木人人
繕	糸羊䒑口
岬	山甲
売	士冖儿
恣	冫欠心
児	丨日儿
竣	立厶八夂
肪	月方
涙	氵户大
賑	貝辰
釧	金川
諺	言立丿彡
庵	广大申
咲	口䒑大
柘	木石
惰	心𠂇工月
斡	十日十人冫十
銃	金亠厶儿
蕨	艹厂䒑屮欠
酵	酉耂子
沢	氵尸丶
椋	木亠口小
唾	口千艹二
惚	心勿心
蒔	艹日土寸
瀕	氵止癶頁
妊	女丿士
櫛	木竹艮卩
弁	厶廾
実	宀丰
摑	扌圍戈口一
蔑	艹四戈人
圧	厂土
砥	石氏一
迄	之𠂉乙
塾	亠口子丸土
発	癶二儿
県	目乚小
衿	衤亼㇕
昴	日卯
氷	水丶
肴	乂𠂇月
祉	示止
砦	止匕石
畿	幺幺戈田
箸	竹耂
稔	禾亼㇕心
詫	言宀丿七
歩	止小丿
処	夂几
迂	之丁一
蕎	艹丿大口冂口
佃	亻田
琶	王王巴
笈	竹𠂊又
冨	冖一口田
桜	木⺍女
陛	阝匕匕土
萄	艹勹午凵
蔦	艹鳥
唇	辰口
冗	冖几
恵	一由心
満	氵廿冂山
侮	亻𠂉母
擢	扌习习隹
菓	艹田木
賂	貝夂口
亜	亞
堺	土田人刂
伝	亻二厶
砧	石卜口
奄	大申
裾	衤尸十口
劾	亠凵人力
憧	心立田土
鎌	金禾禾彐
覚	⺍冖見
瀬	氵木口頁
碓	石隹
憩	舌自心
壊	土十四衣
嘗	小冖口匕日
譲	言衣八甘
沌	氵丿屮
縞	糸亠口冂口
喋	口廿乚木
増	土八田日
団	圍寸
広	广厶
戸	户
彗	丰丰彐
淀	氵宀一止
簞	竹口口甲一
瘍	疒日一勿
孃	女衣口口甘
髪	長彡𠂇又
毎	𠂉母十
鉄	金手丶
続	糸士冖儿
蓑	艹衣口一
酢	酉𠂉匕
彫	用口彡
偲	亻田心
毬	毛十⺍丶
兎	召儿丶
桁	木行
郞	丶艮阝
姫	女臣
値	亻十目
畑	火田
蕗	艹足夂口
梶	木尸毛
単	⺍甲一
俳	亻非
経	糸又土
験	馬亼口人
込	之人
臆	月立日心
峰	山夂丰
訃	言卜
悪	亞心
絵	糸人二厶
瑚	王十口月
錮	金圍十口
崚	山土儿夂
諄	言亠口子
竜	立申
謄	月半言
榊	木示申
図	圍冫乂
琵	王王匕匕
悌	心弋弓
赳	走凵
黙	田土犬火
嵯	山羊工
巻	半巳
鯛	魚用口
撃	車殳手
穰	禾衣口口甘
価	亻西
甥	生田力
鵜	弋弓鳥
裟	氵小丿衣
歳	止戊一小
呉	口乚廾
読	言士冖儿
両	一冂山
帰	刂彐冖巾
嶋	山鳥
総	糸八厶心
聴	耳十四心
瑠	王卯田
剣	亼口人刂
柊	木夂冫
帯	廿冖巾
穂	禾一由心
辻	之十
蔵	艹戊臣
賃	亻丿士貝
専	一由寸
転	車二厶
圏	圍半巳
豊	曲一口䒑
惇	心亠口子
萩	艹禾火
辺	之刀
脳	月⺍乂凵
応	广心
弾	弓⺍甲一
錆	金丰月
洸	氵小兀
仮	亻厂又
闘	門一口䒑寸
笹	竹廿乚
隈	阝田衤
枇	木匕匕
隠	阝爪彐心
椛	木艹亻匕
霊	雨二业
舎	人土口
藁	艹亠口冂口木
暁	日十艹兀
亀	龜
杷	木巴
篠	竹亻丨攵木
凪	几止
済	氵齊
慄	心西木
観	𠂉一隹見
稲	禾爪丨日
悩	心⺍乂凵
澪	氵雨亼龴
寛	宀艹見
険	阝亼口人
鷄	爪幺大鳥
訳	言尸丶
乗	千艹木
荘	艹爿士
雫	雨下
効	亠八乂力
疋	足
駅	馬尸丶
抜	扌𠂇又
揺	扌爪干凵
薬	艹白⺍木
醍	酉日一止
歴	厂木木止
従	行䒑止
燿	火习习隹
郷	乚凵艮阝
銭	金二戈
焼	火十艹兀
滝	氵立申
菖	艹日日
廻	廴圍口
葺	艹口耳
酔	酉九十
検	木亼口人
働	亻千日二力
斎	齊示
萠	艹月月
栖	木西
穏	禾爪彐心
檎	木人亠乂凵冂厶
踊	足龴用
槇	木匕目乚八
囲	圍二刂
懐	心亠四衣
獣	⺍田一口犬
戻	户大
薫	艹千日二火
斉	齊
営	⺍冖口丿口
栄	⺍冖木
袈	力口衣
叶	口十
喰	口食
胴	月冂一口
樋	木之龴用
晩	日召儿
軽	車又土
徴	行山王攵
紘	糸𠂇厶
頼	木口頁
毘	田匕匕
剤	齊刂
姉	女亠巾
渋	氵止氵
呪	口口儿
歓	𠂉一隹欠
嬢	女衣八甘
継	糸米乚
曽	八田日
権	木𠂉一隹
剰	千艹木刂
聡	耳八厶心
榎	木頁夂
槻	木夫見
労	⺍冖力
娩	女召儿
痩	疒申又
巣	⺍田木
丼	二刂丶
捜	扌申又
覧	臣𠂉一見
艶	曲一口䒑𠂊巴
繰	糸口口口木
錬	金木日
汚	氵丂一
埴	土十目
窓	穴厶心
騒	馬又虫
拶	扌巛夕
覇	西革月
楯	木𠂆十目
塩	土𠂉口皿
犠	牛羊手戈
駆	馬匚乂
砕	石九十
冴	冫牙
滉	氵日小兀
浄	氵𠂊尹
隣	阝米夕㐄
椀	木宀夕卩
遅	之尸羊
貰	廿乚貝
麿	广木木口丿口
蛍	⺍冖虫
縁	糸彐豕
鱒	魚八酉寸
娠	女辰
挿	扌千日
掲	扌日勹匕
扱	扌𠂊又
庁	广丁
渉	氵止小丿
仏	亻厶
歯	齒
畠	白田
脇	月力力力
厳	⺍厂丁耳攵
敍	亼木卜又
衞	行㐄口一巾
廃	广癶二儿
拝	扌一丰
酎	酉寸
袴	衤大丂一
払	扌厶
楢	木八酉
齢	齒亼龴
縄	糸黽
槙	木十目廾
惣	牛勿心
弐	戈二
駄	馬大丶
勲	千日二力火
奨	爿爪寸大
娯	女口乚廾
択	扌尸丶
壱	士冖匕
勅	木口力
栃	木𠂆一力
辿	之山
樫	木臣又土
顕	日业頁
挙	⺍廾手
讃	言夫夫貝
飜	釆田乙冫丿刂乙冫
釈	釆尸丶
栞	干干木
拠	扌夂几
匂	勹匕
拡	扌广厶
暦	厂木木日
晄	日小兀
臓	月艹戊臣
峠	山上下
陥	阝𠂊丨日
雰	雨八刀
隷	士示尹⺍
渇	氵日勹匕
潟	氵臼勹火
枠	木九十
粋	米九十
賛	夫夫貝
揃	扌䒑月刂
凧	几巾
醐	酉十口月
縦	糸行䒑止
噂	口八酉寸
皐	白⺍十
鉱	金广厶
鰯	魚弓冫弓冫
渓	氵爪夫
猟	犭⺍几キ
摂	扌耳⺍
妬	女石
疎	足木口
塁	田⺍土
顚	匕目乚八頁
粛	尹川米
塡	土匕目乚八
畳	田冖且
繊	糸十戈业
勧	𠂉一隹力
巌	山⺍厂丁耳攵
瑳	王羊工
薗	艹圍土口衤
緖	糸耂丶
塙	土亠口冂口
鞄	革勹巳
梛	木刀二阝
筈	竹舌
髄	骨之𠂇月
醸	酉衣八甘
尭	十艹兀
鋳	金丰寸
壌	土衣八甘
捗	扌止癶
喩	口亼月巛
柾	木一止
穣	禾衣八甘
愼	心匕目乚八
桟	木二戈
雑	九木隹
塀	土尸䒑廾
猫	犭艹田
澁	氵止止止
猪	犭耂
薙	艹矢隹
駈	馬丘
匁	勹乂
机	木几
倹	亻亼口人
楕	木𠂇工月
籾	米刀丶
鎭	金匕目乚八
号	口丂
逓	之𠂆二巾
祐	示𠂇口
凄	冫一尹女
遡	之䒑屮月
証	言一止
晋	一业日
亘	二日
姪	女至
痴	疒矢口
砲	石勹巳
舗	人土口甫
叙	亼木又
査	木且
倣	亻方攵
与	一乚一
国	圍王丶
却	土厶卩
担	扌日一
携	扌隹㇕丿
医	匚矢
踪	足宀示
脚	月土厶卩
胆	月日一
庄	广土
凉	冫亠口小
恒	心二日
潜	氵夫夫日
苺	艹母
芦	艹户
厩	厂艮旡
体	亻木一
怜	心亼龴
竪	臣又立
灯	火丁
粧	米广土
厨	厂一口䒑寸
凛	冫亠圍口示
奬	爿䏑寸大
叡	卜冖一八人目又
届	尸由
鶏	爪夫鳥
埼	土大丁口
眞	匕目乚八
埜	木木土
説	言八口儿
俵	亻丰衤
献	十冂半犬
菫	艹一口丰
触	𠂊用虫
櫂	木习习隹
閲	門八口儿
偽	亻爲
搾	扌穴𠂉匕
顔	立丿彡頁
浬	氵田土
絶	糸𠂊巴
卽	白匕卩
紬	糸由
殻	士冖几殳
謡	言爪干凵
緑	糸彐水
録	金彐水
没	氵殳
来	木䒑
横	木廿由八
区	匚乂
点	卜口火
旧	丨日
当	小彐
内	冂人
税	禾八口儿
会	人二厶
独	犭虫
脱	月八口儿
条	夂木
争	𠂊尹
装	爿士衣
将	爿爪寸
数	婁攵
学	⺍冖子
随	阝之𠂇月
断	米乚斤
蚕	一大虫
画	一由凵
残	一夕二戈
声	士尸
寿	丰寸
瑶	王爪干凵
静	丰月𠂊尹
挟	扌大䒑
黄	廿由八
茎	艹㇕丶工
枢	木匚乂
楼	木婁
殴	匚乂殳
虚	虎业
𠮟	口七
践	足二戈
嘱	口尸丿口冂厶
晒	日西
峡	山大䒑
乱	舌乚
称	禾竹八
辞	舌辛
俣	亻口一大
奥	宀米大
刹	乂木刂
鋭	金八口儿
狭	犭大䒑
諸	言耂丶
蛮	大八虫
状	爿犬
壮	爿士
惧	心目廾
悦	心八口儿
惨	心厶大彡
誉	⺍廾言
滞	氵艹丨冖巾
浅	氵二戈
湿	氵日业
温	氵日皿
写	冖一乚一
祷	示丰寸
宝	宀王丶
窃	穴七刀
遥	之爪干凵
礼	示乚
禅	示⺍甲一
属	尸丿口冂厶
昼	尸丶日一
尽	尸丶冫
弥	弓竹八
参	厶大彡
福	示一口田
神	示申
祥	示羊
都	耂丶阝
麺	丰夂頁圍
麦	丰夂
桧	木人二厶
励	厂一力力
欧	匚乂欠
戯	虎业戈
径	行㇕丶工
猪	犭耂丶
恋	大八心
産	立丿生
彦	立丿彡
盗	冫欠皿
炉	火户
湾	氵大八弓
寝	宀爿彐冖又
祢	示竹八
禄	示彐水
双	又又
堕	阝𠂇月土
