的	白勹丶
襞	尸口辛衣
姉	女一巾
彖	彑豕
姙	女人工一
帑	女又巾
髹	長彡人木
揶	扌耳阝
呬	口四
瞌	目土厶皿
鼯	臼釆工㇕口
猱	犬予丿木
縻	广木木糸
怦	心干八
忡	心中
渋	水止⺍
洫	水丿皿
濘	水宀心皿丁
榖	士冂一木殳
甍	艸四冂瓦
蒗	艸水丶艮
櫞	木糸彑豕
蝮	虫𠂊日夂
嗼	口艸日大
呪	口口𠂊
嶒	山八四日
顗	山豆頁
歓	𠂊一隹欠
龠	亼口口口冊
痍	疒大弓
懣	水廿内内心
渟	水京丁
褦	衤厶月匕匕
娸	女其
嬢	女衣八甘
邗	干阝
堙	土西土
抨	扌干八
蝌	虫禾冫十
哘	口行
矓	目龍
臾	臼人
螣	月䒑大虫
夌	土𠂊夂
瑢	王穴公
鞞	革甲十
蕓	艸雨二厶
剞	大丁口刀
綔	大一丂丿糸
囮	圍人匕
眄	目丁乚㇕
嶈	山爿月寸
黐	禾人水亠乂凵冂厶
懞	心艸冃豕
湡	水田冂厶
淆	水乂𠂇月
沆	水尢
袙	衤白
姤	女𠂆口
鬈	長彡䒑大卩
酗	酉乂凵
篝	竹甘冄
穠	禾曲辰
伉	人尢
徜	行小冂口
貊	豸一白
悃	心圍木
継	糸米乚
扞	扌干
蕻	艸長艸廾
蒶	艸糸八刀
唖	口亞
賅	貝丶彑
睽	目癶一大
箅	竹田几
傜	人月午凵
鏚	金戌卜小
臌	月十豆十又
犴	犬干
匍	勹甫
瘌	疒木中刀
曽	八田日
濋	水木木足
潕	水𠂊廿廿火
戣	癶一大戈
姮	女二日
塄	土四方
桄	木小兀
吁	口丁一
佴	人耳
仉	人几
湲	水爪二丿又
祓	示犬丿
紲	糸廿乚
垜	土㇕丿木
齧	丰刀齒
栫	木才子
枘	木内
権	木𠂊一隹
檞	木𠂊用刀牛
刳	大一丂刀
犒	牛京口
剰	千艸木刀
秕	禾匕匕
佌	人止匕
鯪	魚土𠂊夂
癘	疒艸田冂厶
粄	米厂又
炘	火斤
悢	心丶艮
湅	水木四
礽	示㇕丿
皯	皮干
薠	艸火頁
芓	艸子
喁	口田冂厶
稞	禾田木
皞	白白大十
鯗	羊魚
悒	心口巴
忑	一卜心
縶	土半丮糸
瓘	王艸口口隹
聡	耳公心
鞚	革穴工
榎	木頁夂
槻	木夫見
鄲	口口甲一阝
黟	四土火夕夕
鎹	金辵䒑大
濇	水土从
労	⺍冂力
汭	水内
扆	戶衣
隩	阝宀釆大
繐	糸東厶心
娩	女象𠂊
搠	扌䒑屮月
枵	木口丂
螈	虫厂白小
睥	目甲十
臬	自木
傺	人月又示
邠	八刀阝
鮞	魚而
鰷	魚人丨攴木
鯇	魚宀一兀
沚	水止
澠	水黽
瑨	王二厶厶日
耬	耒婁
挻	扌廴丿止
靺	革一木
葃	艸日𠂊卜
屺	山巳
迮	辵𠂊卜
脡	月廴千土
朓	月𠂊⺍
痩	疒申又
巣	⺍田木
挲	水小丿手
祆	示一大
芞	艸气
茌	艸人士
栝	木舌
螃	虫亠八冂方
昪	日厶廾
幘	巾丰貝
儇	人四一口衤
獷	犬广廿由八
嫄	女厂白小
殧	歹京𠂇
丼	井丶
墁	土冃四又
捜	扌申又
鞨	革日勹亡
欐	木一凡一凡鹿
磡	石甘匚𠂊力
覧	臣𠂊一見
歔	虎丘欠
艶	曲豆𠂊巴
髎	冎月羽人彡
黌	臼乂乂冂廿由八
躰	身木一
鱧	魚曲豆
麈	鹿丶王
淏	水日一大
禊	示丰刀大
烝	㇕水一火
纋	糸頁心夂
繰	糸三口木
趔	走歹刀
玡	王牙
掊	扌立口
蟋	虫釆心
迚	辵中
暐	日㐄口㐄
毳	三毛
儰	人艸爪象
錬	金東
鱖	魚厂䒑屮欠
訇	勹言
汚	水丂一
陴	阝甲十
紑	糸不
犛	二木攴厂牛
埴	土十目
搐	扌亠幺田
藸	艸豕耂
蒛	艸午凵龴人
蕅	艸水田冂厶
軔	車刀丶
靦	頁圍見
蛯	虫耂匕
喨	口京几
黻	业巾⺍犬丿
鍚	金日一勿
凖	冫隹十
廨	广𠂊用刀牛
瘳	疒羽人彡
鶺	⺍人月鳥
滻	水立厂生
窓	穴厶心
屨	尸行婁
騭	阝止㐄馬
婠	女宀㠯
孥	女又子
埤	土甲十
琊	王牙阝
晢	扌斤日
呣	口母
昜	日一勿
籀	竹扌卯田
媵	月䒑大女
癶	癶
覿	士四貝見
騒	馬又虫
揄	扌亼月刀
拶	扌巛夕
萏	艸𠂊臼
覇	西革月
厓	厂土土
躇	足艸耂
簀	竹丰貝
偭	人頁圍
儡	人三田
侘	人宀丿七
勍	京力
纀	糸人业大
圬	土一丂
垳	土行
搛	扌䒑彐二八
楯	木𠂆十目
椈	木勹米
尨	𠂇彡
銚	金𠂊⺍
痦	疒工㇕口
懮	心頁心夂
氶	㇕水
塩	土𠂊口皿
蒨	艸人丰月
樨	木尸水牛
崕	山厂土土
巉	山象匕匕象𠂊丶
犠	牛羊彐戈
笅	竹乂乂
弇	亼口廾
貅	豸人木
舭	舟匕匕
廆	广鬼
怍	心𠂊卜
愮	心月午凵
悛	心厶𠂊夂
滀	水亠幺田
寘	宀匕目廾
夛	彐夕
彑	彑
亏	一丂
垎	土夂口
蒴	艸䒑屮月
柃	木亼龴
鉒	金丶王
魨	魚一屮
鯡	魚非
邡	方阝
沋	水𠂇
氿	水九
絪	糸圍大
紝	糸工一
纘	糸牛𠂊牛𠂊貝
墠	土口口甲一
塲	土𠂊日一勿
駆	馬匚乂
撟	扌丿大口冂口
蔌	艸木中欠
瞢	艸四冂目
雱	雨方
砕	石九十
啁	口用口
岠	山匚龴
簨	竹巳巳艸廾
俉	人工㇕口
翛	人丨攴羽
傝	人日羽
垕	𠂆口土
艟	舟立田土
誋	言巳心
冴	冫牙
怩	心尸匕
滉	水日小兀
沴	水人彡
浄	水𠂊尹
澉	水丁耳攴
衧	衤丁一
阼	阝𠂊卜
牂	爿羊
姞	女士口
垧	土宀口
逹	辵土半
栭	木而
砒	石匕匕
狃	犬彐丨
澌	水其斤
綮	戶攴糸
趄	走且
絜	丰刀糸
掭	扌一大心
戁	廿口夫隹心
茺	艸了𠂊
螻	虫婁
崋	山𠦒
覦	亼月刀見
庣	广𠂊⺍
烺	火丶艮
熻	火亼口羽
潸	水木木月
沕	水勿
褑	衤爪二丿又
繖	糸廿月攴
孋	女一凡一凡鹿
妢	女八刀
檉	木耳口千土
霪	雨水爪工一
尪	尢王
崟	山金
呑	丿大口
玀	犬四糸隹
瘥	疒羊工
怫	心弓八
褙	衤𠂊匕月
隣	阝米夕㐄
郪	一尹女阝
耋	耂匕至
珧	王𠂊⺍
遘	辵甘冄
蕺	艸口耳戈
椀	木宀夕卩
剄	一巛工刀
慝	匚艸𠂇口心
嗛	口䒑彐二八
牾	牛工㇕口
侉	人大一丂
倓	人火火
脰	月豆
賸	月䒑大貝
鰰	魚示申
憡	心竹木冂
烔	火凡口
燠	火宀釆大
濊	水止戌㐄
遅	辵尸羊
闀	門艸廾巳
婗	女臼𠂊
紕	糸匕匕
殪	歹士冂豆
掤	扌月月
葸	艸田心
貰	廿乚貝
蓊	艸公羽
柈	木半
楗	木廴尹二
划	戈刀
匜	匚也
躔	足广田土八土
伾	人不一
瑆	王日生
皵	廿日皮
茇	艸犬丿
蕆	艸戈丿貝
棬	木䒑大卩
簕	竹革力
傒	人爪幺大
獼	犬弓丁八网
卆	九十
袤	衣予丿
悗	心象𠂊
洑	水人犬
瀷	水羽田艸廾
祌	示中
褘	衤㐄口㐄
韡	㐄口㐄艸𠦒
縴	糸亠幺冂牛
瑝	王白王
葎	艸行尹二
椚	木門
礴	石艸水甫寸
賻	貝甫寸
鯠	魚木从
鄜	鹿阝
忕	心大
屣	尸行止止
翬	羽冂車
圷	土一卜
酤	酉十口
柷	木口𠂊
躅	足四勹虫
昺	日一内
罍	三田午凵
傋	人甘冄
俙	人乂𠂇巾
脙	月十⺍丶
肄	匕矢尹二
麿	广木木口丿口
癔	疒立日心
蛍	⺍冂虫
湳	水十冂半
濈	水口耳戈
祅	示丿大
丮	丮
縁	糸彐豕
璿	王卜冂一八人目
睚	目厂土土
癿	白乚
鱒	魚八酉寸
瘙	疒又冫虫
忪	心公
阯	阝止
娠	女辰
覯	甘冄見
蕢	艸中一貝
棼	木木八刀
欑	木牛𠂊牛𠂊貝
蜴	虫日勿
躕	足广十豆寸
甁	丿干丿干瓦
簰	竹爿甲十
侳	人从土
儴	人衣口口甘
鄶	亼四日阝
鏐	金羽人彡
鰾	魚西示
迯	辵夕卜
亰	京
裒	衣臼
庤	广士寸
癃	疒阝夂一生
浘	水尸毛
扂	戶卜口
祫	示亼口
閺	門日文
臠	言糸糸月
挿	扌千日
棌	木爪木
歭	止士寸
蝙	虫戶冊
戥	日生戈
忮	心十又
惈	心田木
襻	衤乂乂木木大手
褫	衤𠂆虎
禚	示羊火
掲	扌日勹匕
攛	扌穴臼釆
扱	扌𠂊又
鞎	革艮
唴	口羊𠂊
曚	日艸冃豕
昳	日𠂊大
岼	山干八
礐	臼乂乂冂石
伋	人𠂊又
鮀	魚宀匕
誸	言弓亠幺
庁	广丁
慲	心廿内内
慥	心辵牛口
祧	示𠂊⺍
褕	衤亼月刀
堥	予丿攴土
夃	㇕丿又
妧	女一兀
媺	女山一𠂊攴
毿	三厶人彡毛
拫	扌艮
搦	扌弓冫弓冫
砢	石丁口
籐	竹月䒑大水
穜	禾立田土
倻	人耳阝
癈	疒癶弓殳
漭	水艸犬廾
襤	衤臣𠂊一皿
憙	十豆口心
趫	走丿大口冂口
瑱	王匕目廾
耱	耒广木木石
攮	扌一中冂口口甘衤
釃	酉一凡一凡鹿
嶌	山鳥
偛	人干臼
犽	犬牙
羑	羊𠂊丶
怏	心冂大
灄	水三耳
洿	水大一丂
渉	水止小丿
潃	水行夂月
瀙	水立木見
戭	宀一由八戈
袛	衤氏一
綍	糸十冂子
嫜	女立日十
弆	土厶廾
捭	扌甲十
栱	木艸廾
蜮	虫戈口一
蜢	虫子皿
舁	臼廾
仏	人厶
鞤	土土寸革
塝	土亠八冂方
搣	扌戌火
撹	扌⺍冂見
茪	艸小兀
棻	艸八刀木
酴	酉亼木
槧	車斤木
栴	木𠂊凡一
翃	𠂇厶羽
歯	齒
嗕	口辰寸
嚌	口齊
秭	禾才乚
畠	白田
夎	从土夂
猻	犬子丿糸
譃	言虎丘
瘼	疒艸日大
涜	水士冂𠂊
褓	衤人口木
艸	艸
姏	女甘
垤	土至
哢	口王廾
簏	竹鹿
釢	金㇕丿
熲	匕火頁
癀	疒廿由八
鏖	鹿金
潲	水禾小月
殠	歹自犬
堣	土田冂厶
玕	王干
驫	三馬
荄	艸丶彑
薀	艸水圍人皿
酲	酉口千土
囫	圍勿
蹓	足卯田
罽	四厂火火刀
嶢	山土土土兀
崁	山土欠
崡	山了⺍凵
牤	牛亡
黧	禾丿刀四土火
僸	人木木示
劊	亼四日刀
钀	金虎鬲犬
銗	金𠂆口
腄	月𠦒
脇	月三力
脧	月厶𠂊夂
孳	䒑幺幺子
涬	水土半
厳	⺍厂丁耳攴
涴	水宀夕卩
襁	衤弓厶虫
闅	門目攴
菤	艸䒑大卩
莙	艸尹口
腠	月廾一大
腧	月亼月刀
鮪	魚𠂇月
瘰	疒田糸
疧	疒氏
疰	疒丶王
摽	扌西示
蕘	艸土土土兀
梺	木木一卜
檑	木雨田
輞	車网亡
霂	雨水木
黷	四土火士四貝
眈	目冂𠂊
犤	牛四厶月匕匕
儞	人丁八网
敍	亼木攴
衞	行㐄口一巾
飮	食卜欠
鐡	金十戈口䒑
脥	月大从
亹	亠臼凡口冂且
膂	方𠂊从月
廃	广癶二𠂊
癉	疒口口甲一
愭	心耂匕日
褗	衤匚日女
衪	衤也
妯	女由
縼	糸方𠂊足
蓂	艸冂日宀
篥	竹西木
簃	竹禾夕夕
儱	人龍
螽	夂冫虫虫
爝	火爪四艮寸
垰	土卜二卜
堨	土日勹亡
趠	走卜日十
拝	扌一丰
鞮	革日一止
酎	酉寸
暠	日京口
鼩	臼釆勹口
劓	自田几刀
燐	火米夕㐄
涗	水公𠂊
漥	水穴土土
袴	衤大一丂
襆	衤业大
姺	女牛𠂊
娭	女厶矢
趲	走牛𠂊牛𠂊貝
払	扌厶
楢	木八酉
貺	貝口𠂊
艤	舟羊彐戈
膻	月亠回日一
胼	月䒑廾
疻	疒口八
煇	火冂車
羼	尸三羊
埏	土廴丿止
珷	王戈止
珽	王廴千土
驩	馬艸口口隹
騩	馬鬼
苖	艸由
蒢	艸阝亼木
栻	木弋工
齢	齒亼龴
喌	口口⺍巛
嗿	口亼㇕貝
幪	巾艸冃豕
嶉	山口隹
矧	矢弓丨
犦	牛日艸廾水
簷	竹𠂊厂八言
鼴	臼釆匚日女
魊	鬼戈口一
齁	自田几勹口
偊	人丿虫冂
倞	人京
悆	亼木心
鍭	金人龴矢
艂	舟夂丰
脟	月爪寸
虓	九虎
鰹	魚臣又土
褊	衤戶冊
妀	巳女
繧	糸雨二厶
縄	糸黽
綎	糸廴千土
塏	土山豆
垍	土自
琀	王亼㇕口
蒹	艸䒑彐二八
磻	石釆田
匸	匚
躓	足斤斤貝
笘	竹卜口
貔	豸囟匕匕
獮	犬丁八网
鮓	魚𠂊卜
痼	疒圍十口
汧	水一廾
涷	水東
窅	穴目
垗	土𠂊⺍
瑅	王日一止
藒	艸禾日勹亡
蓧	艸人丨攴木
薸	艸水西示
槙	木十目廾
椄	木立女
礅	石京子攴
跂	足十又
蹣	足廿内内
畤	田士寸
晫	日卜日十
黹	业巾⺍
賎	貝二戈
惣	牛勿心
皝	白王小兀
傞	人羊工
衎	行干
諵	言十冂半
竝	立立
洢	水人尹
郿	尸目阝
姽	女𠂊厂卩
堷	土立日
珵	王口千土
捃	扌尹口
芼	艸毛
槤	木辵車
柸	木不一
梏	木牛口
忐	卜一心
嘓	口圍戈口一
晧	日牛口
麇	鹿禾
潗	水隹木
陜	阝大从
弐	戈二
赬	土火卜貝
埆	土𠂊用
玞	王夫
駄	馬大丶
薢	艸𠂊用刀牛
厜	厂𠦒
厖	厂𠂇彡
劂	厂䒑屮欠刀
匼	匚亼口
蚡	虫八刀
崶	山土土寸
勲	千田土力火
蜑	廴丿止虫
傴	人匚三口
儵	人丨攴四土火
劒	亼口口从刀丶
郛	爪子阝
颻	月午凵凡虫
鵺	亠人夕丶鳥
奨	爿爪寸大
湀	水癶一大
灉	水巛口巴隹
矞	予丿内口
娯	女口乚廾
邽	土土阝
択	扌尸丶
苠	艸巳七
蝣	虫方𠂊子
嚗	口日艸廾水
偁	人爪魚
狨	犬戈𠂇
訏	言丁一
諴	言戌口
瀣	水歹又非一
綝	糸木木
堎	土土𠂊夂
壱	士冂匕
聹	耳宀心皿丁
捔	扌𠂊用
菍	艸亼㇕心
杮	木一巾
勅	木中力
輊	車至
栃	木𠂆一力
磙	石衣公
齮	齒大丁口
罣	四土土
瞴	目𠂊廿廿火
飳	食丶王
譫	言𠂊厂八言
遹	辵予丿内口
翯	羽京口
繍	糸尹巛米
堧	土而大
捊	扌爪子
掮	扌戶月
恧	而心
蜾	虫田木
咥	口至
辿	辵山
詀	言卜口
蘾	艸土衣四水
蘞	艸亼口口从攴
樫	木臣又土
睃	目厶𠂊夂
頲	廴千土頁
怓	心女又
禔	示日一止
禘	示亠八冂巾
弸	弓月月
繘	糸予丿内口
莰	艸土欠
棈	木丰月
棤	木廿日
楩	木人一日乂
枹	木勹巳
郫	甲十阝
偟	人白王
脽	月隹
獊	犬亼戶口
膷	月阝丶艮阝
粺	米甲十
掎	扌大丁口
靷	革弓丨
菉	艸彑
橀	木了巛皿
碥	石戶冊
躑	足八酉大阝
跕	足卜口
褁	田木衤
顕	日业頁
鷡	𠂊廿廿火鳥
甃	禾火瓦
篨	竹阝亼木
倷	人大示
偍	人日一止
鶲	公羽鳥
瓞	瓜𠂊大
獴	犬艸冃豕
鮇	魚二木
炰	勹巳火
糬	米四耂
焮	火斤欠
泙	水干八
挙	⺍廾手
洚	水夂㐄
祔	示人寸
闓	門山豆
玗	王丁一
挵	扌王廾
棓	木立口
篚	竹匚非
銕	金大弓
瘵	疒月又示
惛	心氏日
棨	戶攴木
駸	馬彐冂又
揵	扌廴尹二
萭	艸丿虫冂
藠	艸三白
蔿	艸爪象
藦	艸广木木手
榯	木日士寸
斝	口口冂冫十
暍	日日勹亡
賥	貝衣十
舲	舟亼龴
狚	犬日一
鰕	魚尸二龴又
怱	囪心
讃	言夫夫貝
癧	疒厂禾禾止
瘐	疒臼人
渃	水艸𠂇口
浡	水十冂子
涢	水口貝
渕	水䒑大刀
衶	衤中
擐	扌四一口衤
挼	扌爪女
莕	艸木口
葥	艸䒑月刀
栯	木𠂇月
桕	木臼
蚷	虫匚龴
咡	口耳
篌	竹人龴矢
俥	人車
脭	月口千土
狁	犬厶𠂊
鯔	魚巛田
訞	言丿大
埫	土小冂口
摛	扌亠乂凵冂厶
苨	艸尸匕
厰	厂小冂口攴
尰	尢千田土
躞	足言火火又
囃	口衣木隹
婓	非女
偢	人禾火
鉶	金一廾刀
钁	金目目隹又
舺	舟甲
狌	犬生
頩	䒑廾頁
憱	心京𠂇
隉	阝臼土
翋	羽立
姁	女勹口
嫋	女弓冫弓冫
喤	口白王
眳	目夕口
釭	金工
鋂	金𠂊母
洀	水舟
湇	水立月
祏	示石
墘	土十日十气
逜	辵工㇕口
捽	扌衣十
揎	扌宀二日
轌	車雨彐
轢	車白幺幺木
吷	口龴人
倂	人丿干丿干
飜	釆田乙冫非
釈	釆尸丶
臑	月雨而
猹	犬木日一
竷	立日十夂㐄夂
瘽	疒廿口丰
淯	水了月
宍	宀宀
裃	衤卜二卜
袘	衤𠂊也
嬶	女自田几
嬾	女木中刀貝
絘	糸二欠
蓇	艸冎月
茖	艸夂口
朢	臣月千土
啕	口勹午凵
賍	貝广土
稃	禾爪子
籣	竹門木四
脤	月辰
鮚	魚士口
鮐	魚厶口
鳽	一廾鳥
堽	土四一止
縠	士冂一糸殳
苳	艸夂冫
樿	木口口甲一
匰	匚口口甲一
蜊	虫禾刀
帴	巾戈戈
嵎	山田冂厶
伀	人公
盦	亼㇕酉皿
凮	凡白
颸	凡虫田心
厹	九厶
惝	心小冂口
溽	水辰寸
涊	水刀丶心
婥	女卜日十
珦	王宀口
輜	車巛田
碹	石宀二日
鯝	魚圍十口
綀	糸木中
縡	糸宀辛
栞	干干木
殢	歹廿𠂊冂巾
拠	扌夂几
搌	扌尸廿衤
遰	辵廿𠂊冂巾
爇	艸土𠂊土丮火
韁	革三田田
轔	車米夕㐄
橪	木月犬火
煕	臣巳火
蝳	虫丰母
蜉	虫爪子
嗩	口小貝
噍	口隹火
啍	口京子
髃	冎月田冂厶
盉	禾皿
猁	犬禾刀
匂	勹匕
痃	疒亠幺
懆	心三口木
惓	心䒑大卩
渱	水虫工
浛	水亼㇕口
祊	示方
祤	示羽
閟	門弋八
娖	女口止
繦	糸弓口虫
坫	土卜口
珛	王𠂇月
珹	王戌㇕
揲	扌廿乚木
攠	扌广木木非
扠	扌又丶
茩	艸𠂆口
茀	艸弓八
巘	山虎鬲犬
鋩	金艸亡
錧	金宀㠯
遯	辵月豕
脬	月爪子
鮂	魚圍人
廒	广士方攴
怭	心弋八
皕	一白一白
垝	土𠂊厂卩
垵	土宀女
搢	扌二厶厶日
攄	扌虎田心
拡	扌广厶
鞐	革卜二卜
蟿	車凵殳虫
暦	厂木木日
晄	日小兀
眛	目二木
罥	四口月
罠	四巳七
嶵	山四非
啎	午工㇕口
筰	竹人𠂊卜
簩	竹火火冂力
僛	人其欠
俍	人丶艮
龢	亼口口口冊禾
彴	行勹丶
舢	舟山
臓	月艸戈丿臣
毞	匕匕毛
豋	月又豆
庨	广耂子
緳	广丰刀糸
羕	羊丶水
愯	心隹又
欻	火火欠
懠	心齊
悰	心宀示
溂	水木中刀
滵	水宀弋八山
禋	示西土
祾	示土𠂊夂
冘	冂𠂊
冞	冂米
臦	臣臣
墬	阝彑豕土
縸	糸艸日大
鬏	長彡禾火
椇	木目廾
蠑	虫火火冂木
賕	貝十⺍丶
臢	月牛𠂊牛𠂊貝
悈	心戈廾
忭	心亠卜
瓅	王白幺幺木
藾	艸木中刀貝
苶	艸人小
杻	木彐丨
噭	口白方攴
唼	口立女
峠	山卜二卜
笵	竹水卩
偰	人丰刀大
谻	八公丮
餠	食丿干丿干
巟	亡巛
凘	冫其斤
麤	三鹿
纇	米糸頁
悧	心禾刀
溘	水土厶皿
寑	宀人彐冂又
彠	彐工口寸艸隹又
陥	阝𠂊丨日
弶	弓京
荍	艸丩攴
桫	木水小丿
昻	日工卩
鎛	金甫寸
鈏	金弓丨
鵟	犬王鳥
廑	广廿口丰
垞	土宀丿七
騑	馬非
騲	馬艸日十
莁	艸工从
醑	酉足月
彯	西示彡
霙	雨艸冂大
雰	雨八刀
跢	足夕夕
甽	田巛
黢	四土火厶𠂊夂
斁	四土半攴
盻	目八丂
睒	目火火
秪	禾氏一
僈	人冃四又
虒	𠂆虎
膮	月土土土兀
胲	月丶彑
觔	𠂊用力
忞	文心
謧	言亠乂凵冂厶
冱	冫一彑
怞	心由
悇	心亼木
漻	水羽人彡
縕	糸圍人皿
妘	女二厶
婻	女十冂半
紵	糸宀丁
矻	石气
呫	口卜口
蹁	足戶冊
曀	日士冂豆
籦	竹金千田土
傌	人馬
鉏	金且
脞	月从土
鯷	魚日一止
鰉	魚白王
庳	广甲十
恉	心匕日
冖	冂
檗	尸口辛木
瞀	予丿攴目
絿	糸十⺍丶
隷	士示尹⺍
鵐	工从鳥
垙	土小兀
墦	土釆田
瑧	王廾禾
鞡	革扌立
莅	艸人立
軺	車刀口
郕	戌㇕阝
齕	齒气
蟳	虫彐工口寸
嶮	山亼口口从
徧	行戶冊
瘊	疒人龴矢
慓	心西示
溍	水二厶厶日
沄	水二厶
灡	水艸門木四
渇	水日勹匕
濧	水业土寸
泆	水𠂊大
溞	水又冫虫
屛	尸丿干丿干
姌	女冄
縗	糸衣冄
綅	糸彐冂又
楳	木甘木
朿	木冂
旼	日文
瞍	目申又
鍉	金日一止
銛	金舌
鮠	魚𠂊厂卩
詷	言凡口
潟	水臼烏
泇	水力口
孅	女从戈非一
瑊	王戌口
駰	馬圍大
抃	扌亠卜
葖	艸穴犬
楅	木畐
酺	酉甫
棶	木木从
輠	車田木
椑	木甲十
枠	木九十
楤	木囪心
黶	厂日月犬四土火
虷	虫干
吪	口人匕
屴	山力
簠	竹甫皿
皜	白京口
儗	人匕矢龴足
臒	月艸隹又
猢	犬十口月
膬	月三毛
瘯	疒方𠂊矢
恅	心耂匕
粋	米九十
裀	衤圍大
襜	衤𠂊厂八言
閦	門三人
剟	四又刀
恝	丰刀心
蒻	艸弓冫弓冫
唪	口廾扌
踺	足廴尹二
欥	日欠
嵁	山甘匚𠂊
眙	目厶口
氕	气丿
譾	言䒑月刀羽
迉	辵尸
絧	糸凡口
賛	夫夫貝
頬	大䒑頁
耵	耳丁
瑒	王日一勿
藨	艸鹿火
圀	圍八方
踣	足立口
嘚	口行日一寸
黰	四土火匕目廾
崱	山貝刀
鼽	自田几九
粍	米毛
瑬	水了巛王丶
瀍	水广田土八土
戽	戶冫十
閖	門水
弝	弓巴
揃	扌䒑月刀
櫌	木頁心夂
鱺	魚一凡一凡鹿
觖	𠂊用龴人
豇	豆工
趧	走日一止
慹	土半丮心
珸	王工㇕口
毦	耳毛
擗	扌尸口辛
蔕	艸廿𠂊冂巾
蔱	艸乂木殳
棫	木戈口一
轤	車虎田皿
柎	木人寸
硏	石干干
礌	石雨田
磉	石三又木
敺	匚三口攴
蹀	足廿乚木
躪	足艸門隹
晥	日宀一兀
罶	四卯田
犝	牛立田土
秖	禾氏
倴	人大屮
牮	人弋牛
僗	人火火冂力
頠	𠂊厂卩頁
焔	火𠂊丨日
熀	火日小兀
袽	衤女口
鄩	彐工口寸阝
弳	弓一巛工
嫪	女羽人彡
枒	木牙
燹	豕豕火
瘑	疒冎口
焌	火厶𠂊夂
泂	水冂口
潚	水尹亞一
奡	頁大八
殈	歹丿皿
琭	王彑
攉	扌雨隹
萉	艸月巴
楱	木廾一大
檟	木西貝
輶	車八酉
啢	口一内内
慁	圍豕心
圐	圍四方
踽	足丿虫冂
跘	足半
喦	三口山
暅	日心二日
幓	巾三厶人彡
瞹	目爪冂心夂
皊	白亼龴
鐚	金亞心
鑴	金山隹内口
舡	舟工
鱲	魚巛囟釆
鄘	广尹用阝
洘	水耂丂
洈	水𠂊厂卩
襌	衤口口甲一
躄	尸口辛足
媦	女田月
婸	女日一勿
坏	土不
坶	土母
撙	扌八酉寸
艼	艸丁
蒠	艸自心
蒺	艸疒矢
栁	木夕卩
碏	石廿日
虸	虫子
躦	足牛𠂊牛𠂊貝
棐	非木
幬	巾士㇕工一口寸
够	勹口夕夕
恓	心西
汒	水亡
袗	衤人彡
圣	又土
殙	歹氏日
敔	工㇕口攴
摰	土𠂊土丮手
趯	走羽隹
擭	扌艸隹又
撚	扌月犬火
鄀	艸𠂇口阝
蘘	艸衣口口甘
蒟	艸立勹口
蒄	艸冃兀寸
覅	西女勿
猋	三犬
敊	卜一小攴
敹	歹米攴
跐	足止匕
羉	四言糸糸
崥	山甲十
歃	干臼欠
鍈	金艸冂大
凧	凡巾
颭	凡虫卜口
膰	月釆田
鰺	魚三厶人彡
烠	火𠂇月
燋	火隹火
鵷	宀夕卩鳥
娷	女𠦒
繺	幺𠂊彐攴火
繶	糸立日心
墚	土水刀八木
琁	王𠂊足
晛	日見
帡	巾䒑廾
筲	竹小月
餤	食火火
訬	言小丿
瘖	疒立日
陊	阝夕夕
頇	干頁
鬺	鬲𠂊日一勿
璈	王士方攴
璆	王羽人彡
莿	艸木冂刀
蒤	艸水亼木
醐	酉十口月
蜍	虫亼木
啀	口厂土土
餥	非食
暎	日艸冂大
畯	田厶𠂊夂
幏	巾宀豕
皦	白白方攴
僇	人羽人彡
瓟	瓜勹巳
褩	舟殳衣
鯸	魚人龴矢
爣	火小冂口四土火
潩	水田艸廾
襴	衤門木四
褌	衤冂車
塈	艮旡土
纆	糸四土火土
縦	糸行䒑止
垪	土䒑廾
蓱	艸水䒑廾
遝	辵四水
眴	目勹日
筭	竹王廾
稂	禾丶艮
鮦	魚凡口
謚	言水皿
殍	歹爪子
墈	土甘匚𠂊力
堌	土圍十口
垀	土爪丁
玊	王丶
顢	廿内内頁
韂	革𠂊厂八言
芿	艸人㇕丿
喒	口夂卜日
噰	口亠阝隹
噂	口八酉寸
曵	申丿丶
晙	日厶𠂊夂
巂	山隹内口
箢	竹宀夕卩
鼢	臼釆八刀
俛	人象𠂊
餖	食豆
鋀	金豆
鋐	金宀𠂇厶
憓	心東厶心
憺	心𠂊厂八言
綷	糸衣十
紞	糸冂𠂊
擿	扌辵亠八冂十口
韮	艸非一
蕣	艸爪冂夕㐄
朸	木力
蹯	足釆田
仭	人刀丶
鏾	金廿月攴
臗	月宀艸見丶
痏	疒𠂇月
誾	門言
蝥	予丿攴虫
貮	戈貝
摋	扌乂木殳
葍	艸畐
遖	辵十冂半
靬	革干
蕡	艸屮貝
蒡	艸亠八冂方
蕷	艸予頁
輇	車人王
剗	戈戈刀
掔	臣又手
蚿	虫亠幺
咮	口𠂊木
鶡	日勹亡鳥
秏	禾毛
毪	毛厶牛
傉	人辰寸
儽	人三田糸
皐	白⺍十
僋	人亼㇕貝
鉐	金石
鉱	金广厶
猄	犬京
鱓	魚口口甲一
鰯	魚弓冫弓冫
鷟	方𠂊矢鳥
癙	疒臼釆
怳	心口𠂊
燂	火西日十
洓	水木冂
淛	水牛巾刀
渓	水爪夫
褖	衤彑豕
